flickr_image_id, questions, keyword
5564302389,Where is this---Is this a farm---Can I visit here---What country is this in?---When was it built?---Is it open to the public?,Monticello
9315540871,How old is this street?---When was this college built?---What time of day is it here?,Trinity College Dublin
11094315966,How is hiking here?---Can I camp here?---Is it dangerous at night?,forest path
37131265286,What's the name of this island?---Where is this?---Is this in the Pacific Ocean?,Farallon Islands
14066852485,What material is that made of---Can I go inside there---May I bring my dog there---Where is this located?---Is it open to the public?---Is it a popular tourist destination?---Who built this?---When was it built?---Where is it located?,catacomb
36346722315,What is this park called?---Is this park open 365 days per year?---What is the weather like here in December?---What is this statue commemorating?---What do the signs on the right indicate?,Kaunas
7887505444,What movies have been filmed here?---What are those towers in the background?---In what year was the globe sculpture created?---What city is this located in?---Is this place open to the public year round?,Arthur Ashe Stadium
14918848492,How tall is that tower?---Who designed it?---What is the building next to it?---When was this building made---Who designed this building---How old is this building---Where is this located?---How high is it?---What is this for?,Lincoln Tunnel
12273972414,What are those weird silver things?---What body of water is that?---What do those silver things do?,Thames Barrier
35707586300,How tall is that castle---When was that castle built---Can I visit this castle---How old is that castle---How many rooms does that castle have---How large is that field of grass in front of the castle,Alnwick Castle
13180397075,What material is this window made of?---What kind of boat is that?---Where can I go to see this window?---How is this type of window made?---Does this depict a scene from a story?---When was this made---By who was this made---Where is this located---What is the mural made out of?---Who made the mural?---How old is the mural?,mausoleum
7864787030,what kind of tree is this---what kind of clouds are in the sky---what season is the tree in,Machu Picchu
13900766443,Can you translate the text?---Where was this photo taken?---What time of year was this photo taken?---What are some flights here?---How much are tickets here?---When is the next flight here?,Berlin Tempelhof Airport
40811598854,Where is this---How big is this house---How long is that staircase---Whose place is this?---How many cars fit there?---Where is this located?,driveway
35941456915,What is the purpose of this place?---What can I do here?---What shops are here?---How tall is the ceiling?---Is the artwork on the ceiling painted or digital?---What are the reasons to visit this place?---who made the art on the ceiling---what street is this---what city is this in,Fremont Street Experience
4956596244,Where is this located?---Is it a popular tourist destination?---How many animals are kept here?,Singapore Zoo
15724624353,How many rooms does this castle have---Who originally lived here---Does this place have guided tours---What does it cost to visit here---Is this palace open to the public---How big are the grounds around this mansion?---Who was this house built for?---What country is this in?---Do people who live there play in the water?---Is the water near here drinkable?---Do the people who live there fish in the water?,Chatsworth House
8603891026,Can I swim here---Is the water warm here---What time of year is this---Where is this place located?---What is that body of water called?---Is it a popular tourist destination?,Gili Islands
4903165902,How fast can that car go?---Are those two silver things engines?---Can you read me the text on the side of the car?,Michigan International Speedway
3914006958,Where are these fireworks fired from---How long does this firework last---How big of an explosion is this firework,Heidelberg Castle
15537685550,What road is this?---What is this area called?---What is the elevation here?,Comstock Lode
10870391436,Where is this?---Who built this?---When was this made?,Prague Castle
14307752717,Do people live there?---Is it open to the public?---Is there an entrance fee?---When was this built?---How tall is it?---How much is it worth today?,Castillo San Felipe del Morro
30023232923,what style of cuisine is this---what material is the plate made of---what is the diameter of the plate---What kind of food is that---Where is that food a specialty---Is that food safe for vegans---What do you call this dish---Does this dish include raw egg---What culture does this dish come from,Kali
14027297749,When was it built?---Who built it?---How many square feet is it?---How tall is that building---What material is that made of---When was that building built,kasbah
10014601904,Where is this temple---Why does this temple have that symbol on its gate---What religion is this temple dedicated to,temple
8141341257,Where is Lincoln Cathedral?---Is this Ireland?---Can the public visit it?---How tall are the towers on this cathedral?---What religion utilizes that building?---What country is this in?,Lincoln Cathedral
2252212948,Where is this---Is this a public park---Can I bring my dog there,Charlottenburg Palace
29184484870,Can I see Dolly Parton here?---What famous people can I see here?---Is there food here?---When is that museum open?---How much is admission there?---Do I need to buy tickets in advance?---How much are tickets here---Is there more than one---How late does it stay open,Dollywood
2632639018,How tall is it?---When was it built?---Who owns it?---What is the Cathedral of Learning made of?---When was Cathedral of Learning built?---What time does the Cathedral of Learning close?,Cathedral of Learning
14427375848,Do people live here?---Can I visit there?---What's the address there?---How tall is that building?---What street is this?---What city is this in?---How tall is this building?---How many floors are in this building?---What is this building used for?,Lloyds building
21294184134,What species is the tall tree on the left?---What's the name of this street?---Is there often a lot of traffic here?,London Victoria station
31143030297,Where was this photo taken?---What's the average temperature there at this time of year?---Who took the photo?---How extensive are the decorative tree lights?---Tell me some hotels in this neighborhood---What shops are open there---What seasonal display is that---What material are the three sculptures in the middle made of---Is what city is this place located?---Are these snowmen for sale?---On what street is this?,Magnificent Mile
6381065021,Is the park crowded?---Are there rides here?---What are the hours of this place?,Villa Park
32522486712,What are the visiting hours for this?---When is the best time to visit this?---How do I get here?,Templo Mayor
14403970380,Is this a birthday party---What are they drinking---Where can I buy the overalls the man in the lower left of the photo is wearing---What kind of cherries are they eating?---Is it easy to make a shirt that looks like the blue one?---How expensive is the bolero tie the guy in the middle is wearing?---What brand of water bottle is that?---What are the people drinking?---Where did the man in the blue shirt get his glasses?---What kinds of hats are they wearing?,art studio
3562908940,Is that a beach on the left?---What's the body of water?---Is the water cold here?---Where is this located?---Can I go swimming there?---How high is it?,Isle of Portland
7689751170,What flowers grow in the gardens?---Are there any bugs in the garden?---What sorts of birds are in the gardens?,Longwood Gardens
10504022643,Where is this located?---Is this a popular tourist destination?---Is it open to the public year round?---Who are they?---What aquarium is that?---How much are tickets?,aquarium
4919677944,What is this text about---Is this correction done by the author---Where can I see this,British Library
14209151870,What material is that sculpture at the bottom made of---How tall is that turtle statue the boy is on---Does is cost money to go there---What kind of turtle is that?---Who is that?---Where was this taken?,San Diego Zoo
15443260620,Where is this?---What is there to see here?---How hot does it get here?---Is this a national park?---What desert are we looking at?---What country is this in?---Are there rattlesnakes there---Are there bears there---Can I hike there,Montezuma Castle National Monument
3456165324,What city is this in?---What time of year is this?---What is the address of this place?---Is entry to Sentosa free?---What can you do in Sentosa for free?---Why is Sentosa called Sentosa?,Sentosa
10691590583,Where is this located?---What do they do here?---Is it open to anyone?---How old is this college?---How many students attend this school?---Where is this located?,Oberlin College
5216122160,Who designed it---Who made it---What is it called,Hofburg
9455669100,Can I go to the top of the tower?---What is the purpose of the tower?---How tall is the tower?---How tall is it?---When was it built?---Is it open to the public?,Blackpool Tower
12521549764,Can I get directions to the castle?---How old is the castle?---Who used to live in the castle?---Where is this located?---What is this street called?---Is this a popular tourist destination?---Does anyone live here---Where is this castle---Who built this castle,Dover Castle
8250336451,Where is this---How big is this place---How tall is that building in the backgound---How tall is that---When was that built---Who designed that,Riverside Church
27436963245,What is the name of this?---What is it made of?---What is its maximum speed?---How many different rides do they have here?---How many people can ride the rollercoaster at once?---How much does admission cost?---Is there a discount for seniors and veterans?---What are the hours of operation?,Six Flags Great Adventure
25871690817,Can I get directions here?---Is this a good place to take my kids?---How much does it cost to golf here?---What city is this in?---Can I get this place's address?---Is this a park?---Where is this located?---Is this a mini golf park?,Cedar Point
3915101269,Are classes given here?---How old is this building?---What's the name of the buildings---Who founded it?---How does one apply there?---When was it founded?---What time is it here?---Who made this tower there?---Is it loud there at the top of the hour?,University of Cambridge
14307577220,Where was this taken?---What street is this?---What kind of tree is that?,bamboo forest
34646884335,How do I get to this place?---Can I take something other than the train here?---How many people live in this city?---Can I ride this train---Is this expensive---Is this a public transit train,Lewisham
42706946275,What grows there?---What is the climate inside of it?---Who built it?---Where is this garden---When was this garden built---Who designed this garden,roof garden
22284136880,Who plays here?---What team plays here?---How many people can fit inside this stadium?,Aviva Stadium
6874746142,What does it say in English?---Is it for purchase?---How much does it cost?---Can you translate what that Japanese word is in the middle---How much is that---Can I buy that online---How many calories is in one of those?---What country are these from?---How much does one cost?,Tokyo Dome
20534241632,What kind of dolls are these?---Are these available for purchase?---How much do they cost?---Where can I buy dolls like these?---Are these dolls handmade?---What brand are these dolls?---Can I find these dolls on Etsy?,gift shop
11279428585,When was this built?---What city is this in?---Can people take tours of this place?---What do they do in this building---How many rooms does the building have---Can you take a tour of this place---When was this place built,Texas State Capitol
1008331098,What are the available sizes for that jacket?---Is the yellow t-shirt 100% cotton?---Where can I find a skirt with the pattern like the one the girl is wearing?,dam
42875169812,Where is this?---What is this kind of rock formation called?---How was this Cliffords formed?---What time of year is this?---What animals are endemic to this location?---Can I climb here---Is this open to the public---How easy would this be to climb,Angel Falls
24606721111,How tall is this building---Where is this---Who designed this building---Where is this?---Who made this?---When was this made?,Solomon R. Guggenheim Museum
42393799611,Who built this?---How tall is it?---When was it made?---What country is this in?---What kind of architecture is this?---Who designed this building?---Where is this---How big is this place---When was this built,Kylemore Abbey
29720387900,What position does the man on the left play?---What team does the man on the left play for?---Who is the man on the right?---Where are they?---What's the full name of that guy on the left?,Yankee Stadium
43033983920,Where is that?---None---None,Thames Tunnel
6968731781,Is that an actual store?---Where is that place at?---Can you buy things there?---Who are the artists who created this?---Did Prada agree to this?---How much did this cost to build?---What year was this installed?---Has this ever been vandalized?---Where is this?---Is this open?---Can I buy things there?,Prada Marfa
11135519726,What castle is that?---Where is this scene?---When was this scene composed?---What kind of a print is this?---When was this made?---Who made this?,mansion
4265883834,wheres this---is it apartments---whats the average snowfall there,Burghley House
9289047832,Why was the Tour Montparnasse built?---What is Montparnasse famous for?---How far is Montparnasse from Eiffel?---Where is this---How tall is this tower---What is the tallest building in this city,Tour Montparnasse
2975060629,How many boat berths are here---Can you get into the buildings above from the marina---How much does it cost to keep a boat here---How much does it cost to park a boat here---Where is this located---What city is this in,Marina City
3894414626,why is the water that color---does that stuff grow around there because of the minerals---can ya swim in it,Ijen
9236706542,Where is this located?---Is this a popular tourist destination?---Is it open to the public year round?---What the elevation?---What park is this?---Is it open to the public?,Pikes Peak
8625646606,What kind of trains go through here?---How many passengers use this platform?---What city is this in?---How tall is that station roof on the left side---How much is train fair there---How old is that station,South Kensington
8266964601,Where is this?---What time of year was this picture taken?---How do I get here?---How tall is Adams-Peak?---Is it difficult to get to the summit of Adams-Peak?---How is the weather at the top of Adams-Peak?,Adams Peak
6271923989,What does that mean---What is the meaning of that sign---Where is this,Santa Maria Novella
12120977966,How can I see this?---Is there an entry fee to see this?---Where is the nearest lodging to this place?---Where is this---How big is this place---How old is this place---Are those bones---Can I visit it for free---Where is this located,catacomb
6067719974,Where was thsi taken?---How much do they cost?---What are they used for?---What are these structures made of?---Is this a public park?---Do the vines on these gazebos ever bloom?---Can visitors picnic here?---What are some hotels in the neighborhood shown in this photo?---how old are they---who built them---what are they made from,gazebo
15371180633,What structure are they building here?---What brand tractor is that?---What is that clock tower in the background called?---How long after this photo did the project finish construction?---How much did the project cost overall?---What country is this in?---What sport is played here?---Is it open to the public?,Nippert Stadium
24958571795,Which lecture hall in the university is this located---What is the seating capacity of this lecture hall---Who is the guest speaker at this lecture---Is this a classroom---Where is this school---What class is this---What room is this---What I that guy teaching---What is this of,Brigham Young University
37293973011,Where is this?---What is the logo on that sticker?---Why is that sticker on a pole?,Lindisfarne
16279958223,Is this stadium still open?---Do sporting events still take place here?---How long ago was this constructed?,Nippert Stadium
15149818966,Where is this located?---How long are these trails?---Can a beginner hike this?,Mount Tamalpais
6557568349,Who is in this picture---When was this taken---Where is this---Where are they?---What season is it?---How many people visit there every year?---Are these siblings---Where is this---Is this a polaroid,Garden of the Gods
4465606950,What trains cross this bridge?---What two places do these train tracks connect?---What country is this in?---What's the maximum speed limit on these tracks?---What did year did they build this railroad?---What bridge is thsi---Can I cross this bridge---Where is this bridge,berth
37094886852,How many stores are here?---Are there events held here?---How many people visit this mall each year?---What are some popular attractions inside the mall?---What it a popular place to eat here---Is West Edmonton Mall bigger than Mall of America?---How big is the West Edmonton Mall?---How much is admission to the West Edmonton Mall Waterpark?---When was it built?---How big is it?---How many stores do they have?,West Edmonton Mall
41571022860,Where is this?---What is this statue made of?---What does that sign say?---When was this constructed---Who designed this---Where is this,Tokyo Disney Resort
14984725076,What direction does that statue face?---How tall is this statue?---Can you go up into the statue?---How many people visit this statue every year?---What are some famous films that this statue has been featured in?,Liberty Island
19832603315,Where is this---What is the nearest city from this place---What is the nearest airport from this place---What body of water is that?---Where was this taken?---What type of rock is that?,Preikestolen
21031452528,Where is this located?---Are the hiking trails nearby?---Is there camping nearby?---What type of rock is this?---What makes the rock look so red?---Is this structure man made?---Where was this taken?---How is is this structure?---What kind of rocks are those?,rock arch
13978717374,What state is this in?---What country is this in?---What city is this in?---How large is this park?---Is it open for visitors year round?---How many people come to this place each year?---What city is this place located in?---Are there ever concerts held here---Where is this?---When was this made?---Who made this?,Flushing Meadows–Corona Park
21354890768,Can I go there for free---Is that a free place to visit---How much does it cost---Where is this?---When was this built?---Is it open to the public?---Is there an admission charge?---What do the pillars say in english?---Where was this taken?---When was it built?,Fushimi Inari taisha
10519310084,How many seats are in there---How much does it cost to go there---What are the coming events,Raymond James Stadium
26484627755,How tall is the building?---Can I live in the building?---Where is this building?---How tall is this building?---When was it built?---Who built it---What is this building used for?,bow window
4550708463,What race did these people run,Beaver Stadium
9088645003,How much does it cost to ride that---Where is that---Can I ride that for free,Kennywood
11668664555,what is the name of the building---what is the building made out of---how tall is the building---What country is it in?---Is it open to the public?---When was this built?,Holyrood Palace
20220601954,Is that a parking garage?---How many floors is this?---What is this made out of?---Is this apartments---How many stories is this building---Can I afford to live here---Who built that building?---How tall is that building?---What's the address there?,Lloyds building
44052400960,What country is this in?---Is this a public park?---What is the nearest city to here?---Where is this?---What does that plaque say?---Can I get directions here?,Cahokia
8453616177,What part of the Oregon Trail is this?---How far west is this section of the Oregon trail?---What type of tree?---How long is that trail?---Where is that at?---Is it a highly rated trail to run?,Oregon Trail
6747238449,Where is this?---Who made these towers?---What style of art is this?---When was it made?---Why were they made?,Watts Towers
28113900853,Can I visit there?---What do they do there?---When was this built?,Berlin Cathedral
8119237683,Who works here?---What do they do here?---Can I go here?,Vehicle Assembly Building
8569890987,how old is it---will the monks let you use their wifi---is this tibet---Where is this temple located---How old is this temple---What religion practices at this temple---Are those people in front wearing traditional clothing---How old is that temple---When was that built,Mahabodhi Temple
7352650118,What parking lot is this?---How many parking spots are there?---Do I need to pay for parking here?---What is the closest place to eat nearby?---Is there a hotel I can stay at nearby?,Nürburgring
4600665372,Is the dog having a good time at the beach?---Is the dog afriad of the beach?---Does the dog live at the beach?---What type of dog is this---How old is this dog---Why does the sand look like that on this beach,Marina Beach
28185701837,How old is this building---What do people us this building for---Is this building still in use---Where is this?---When was this made?---Is it open to the public,Domus Aurea
44653575600,Where is this beach located?---How warm is that beach?---What type of sand is on that beach?---Does this place have a nickname?---What is the average water temperature here?---Can people sail private craft here?---Is this a good place to go fishing?---What kind of marine life can be found here?---Can I swim there---Is this open to the public---Are there dogs allowed there,Navagio
15945300445,What part of the park is this statue in?---Is there more than one of these statues in the park?---When was the park established?---How large is the park?---What kind of animal does it depict?---In what city is this?---Does it cost money to go there?---Is this a horse or a lion statue?---Which entrance to Golden Gate Park is this?---Is this in San Francisco,Golden Gate Park
36141283660,What species of moth is this?---What does it eat?---What does its larval stage look like?---what animal is that---is that bug a male or female---what is the wing span of this bug,Bronx Zoo
14238483503,Is this the sculpture in Flushing or Queens?---Was it built for the world's fair in New York City?---When was it built?---What is the Unisphere for?---Why was the Unisphere made?---Who made the Unisphere?,Unisphere
5724991893,What city is this neighborhood in---How many shops are there in this district---What's the easiest way to get around this neighborhood,Chandni Chowk
276708657,What style is this church?---When was this built?---What are the visiting hours here?,Royal Ontario Museum
227962558,Can I ride this for free---Where is this located---What park is this---How old is that carousel---How much does that cost to ride---Where can I get tickets to ride that---Does it cost money to ride that---How high is that carousel---What hours is that carousel open,Hersheypark
7234582884,What is that waterfall called?---Can someone survive going over that waterfall?---Where is that waterfall at?---Is this part of a larger waterfall?---What country is this in?---How high are those falls?---Are these falls used to generate power?---How many gallons per second go over the falls---How deep is that water---How big is this waterfalls---What is the temperature of the water,Horseshoe Falls
30077828660,When was this memorial constructed?---What event is this a memorial to?---Is this memorial open to the public year round?---What state is this located in?---What body of water is shown here?---How much is admissions---Can I visit there---When was this constructed---When was this place constructed?---What city is it in?---Can I visit it on the weekends?,USS Arizona Memorial
26728355394,Where is this located?---How tall is the ceiling?---Who made this?---When was this built?---Who built it?---How much did it cost to build?,entrance hall
6291424872,what type of llama are those---is the white llama male or female---how big is this zoo,London Zoo
32437617021,Where is this---How much land is shown in this photo---What is the weather here,Badlands National Park
14800038904,What kinds of plants are those?---How tall is that fence?---Are the plants edible?,Miller Park
9263532890,Where is this located?---None---None---What city is that?---Is that an expensive city to visit?---How many floors is the white building on the left?,Grande Arche
6262357890,What city is that---What body of water is in the distance---Is there hiking there---What city is that?---Is there a name for the bay there?---When's the best time to do some tourism here?,Table Mountain
21828160602,How tall is the brown building to the right of the centre---How tall is the centre building---Where is the closest coffee shop by that---What city is this?---Whats the population?---How tall is that building?,Rogers Centre
5252047070,What war is this memorial for?---Who designed the memorial?---When was the memorial finished?---Where is this memorial located?---What is this statue made of?---What U.S. city is this in?---Can I go here on the weekends?---When was this made---Who made this---What is this made out of,Marine Corps War Memorial
24791692037,what is this flower arrangement?---What kind of flower is the white one?---What kind of flower is the orange one?---What kind of flowers are the purple ones---Whose shoes are these---Tell me about the white flowers,Belur Math
13446377784,Where was this found?---What era is it from?---What civilization did it come from?,science museum
100050771,Where is this?---How old is this building?---Do you have to pay to visit this place?---How old is this building?---When was this building made?---Is there an entrance fee here?---When was it built?---How much is it worth?---Where is it located?,castle
3054487278,What are these people in line for?,Petco Park
28091823179,what street is this---is that typical traffic---how much is a limo like that---What kind of limo is that---What kind of car is the black one---What is the name of this street,Target Center
7934717474,What is the average number of people that visit this place on a daily basis---Where is this place---How big is this place---What does it cost to visit this museum---How many people visit here in a day---What are the most notable works of art kept in this museum---Who is the curator of this museum---Are people walking on a bridge or stairway?---Where is this museum?---What's inside the museum,Kunsthistorisches Museum
17208804018,What kind of animal is that?---Where does it live?---How long does it live?---Where is this place located?---What kind of cow is that?---How long do they live?,badlands
20477390362,How tall is that thing---Can I climb up it---Is it open to the public,Lake Powell
22713046765,What kind of trees are those?---What kind of grass is that?---Who lives there?---Who designed the far right building---What is in the lower left hand corner---What kind of grass is that---What is this building called?---Is this building powered by solar panels?---Who created the black stone sculpture?---Can people climb on that sculpture?---Is this place open to the public?,galley
16235813816,what city is this park in---how big is minute maid park---does it cost money to attend this park---How tall is that middle building---How many floors does that building in the middle have---What kind of car is that in the bottom right corner,Minute Maid Park
26131237207,What is the name of that train?---What kind of building are those?---Where is that train going?---How old is that train---Does this train really run on steam---Where is that train going,Corfe Castle
14107455447,What is the difference between a cemetery and a graveyard?---How big is Greenwood Cemetery in Brooklyn?---How old is Greenwood Cemetery?---What kind of tree is this?---Is this tree in bloom?---Are there a lot of trees like this one here?---What do you call those white blossoms?,Green Wood Cemetery
3893712495,Where can I buy a hat for a baby like that one---What part of the park is this---Does this park usually have this many visitors on a given day---How old is the baby---What kind of formula is the baby drinking---Where can I buy a hat like that---What area is Washington Square Park?---Why is Washington Square Park famous?---Who designed Washington Square Park?,Washington Square Park
2746011063,What country made this tank?---Does this belong to the Axis or the Allies?---How much does a tank like this weigh?,Utah Beach
16074881570,When was this mission built?---Who built this mission?---What is the chief attraction of this place?---When was this built?---Is this a registered historic site?---What religion is this affiliated with?---What kind of architecture is this?---What is housed here?---Is there an entrance fee here?,San Antonio Missions
34108431910,How high is this?---How do I get here?---Where is this?---Where is this located?---Is this a popular tourist destination?---Is it open to the public year round?---Where is this---Can I hike there---Can I camp there,Adams Peak
21200548511,Where are they?---Where can I buy that toy?---How much does that tiger toy cost?---What's the name of this place?---Where could I get one of those tigers---How much do those stuffed animals cost---Who makes those stuffed tigers,Cow Palace
14915245500,Where is this?---Can I buy this?---How much is this?---What can you hang there?---What is this used for?---Who owns this?---How expensive is that jacket?---Is this brand run by the sociopathic heiress to a bigoted crime syndicate?---What colors does that jacket come in?---What sizes are available?---Is it good for rainy days?,Yale University
6981531537,What won't these animals eat?---What's the scientific name for this species?---Is this one of those animals with the rectangle pupils?---What kind of animal is this?---Is this full grown?---Does this bite?,Australia Zoo
16718841372,how many ads are there total---is it easy to hail a cab there---how tall is that building---Where is this located?---Are there events held here?---When was this designed?---What events are held here?---What are the names of the streets?---How much doe sit cost for an advertisement here?,One Times Square
13876756933,What body of water is this?---What country is this water next to?---Is this in the Northern Hemisphere?---Do they hold competitions here---Is this an island---How many tourists visit this place---Are there jellyfish in the water there?---Who is the girl swimming close?---Where is that place at?,Ein Gedi
35140359611,What is this drink?---What is in the spoon?---What is this called?---What kind of drink is that---Where is that kind of drink sold---Is that drink vegan,Fitzrovia
37101187880,Where is this located?---What are these shops?---Can you drive there?---What kind of things can I buy at this store?---Where is this store?---How long has this store been here?,The Iron Bridge
15798609026,Where is this building located?---What is housed in this building?---When was this building built?,Thames Barrier
35915590773,What venue is this---Can you tell who that is performing---Can you tell me how many people fit into this arena---Who is the woman in white?---What is the woman saying?---What sort of people are in the crowd?,Mandalay Bay
34761354342,How deep is that water?---How cold is that water?---Are there fish in that water?---What is this tower---What does this tower do---What kind of boat is that---how fast does that yacht go---how many millions is that thing---whats the weird tower,berth
4403699443,What city is this palace in---Do people live here---How long ago was this built---When was this built?---Does anybody live here?---Do people work here?---When was this building constructed?---How tall is this building?---How old is this building?,Palace of Westminster
6291333266,What is this building---Where is this place---Why are people gathering in this place,Santa Maria Novella
15517932613,Who is the sculptor of this---When was this made---Is this on display somewhere---When was this statue made---Who made this statue---Can I purchase this statue,bronze sculpture
7534780522,How long is this bridge---How long have this bridge been built---Where is this bridge located---Who designed this bridge?---When was this bridge last renovated?---How tall is this bridge?---How far am I from this bridge?---What is the bridge made of?,New River Gorge Bridge
27860732656,What's the fastest lap time here?---Is there a particular sport that happens here?---What country is this in?---Where is this?---Who drives here?---How much does it cost to go there?---What races are held here?---Where exactly is this?---None,Hockenheimring
14731150580,What are these people doing---What kind of tree is this---What tools are these,aqueduct
2418580182,What kind of bush is that?---Where do they grow?---Where was this taken?---What kind of bushes are those---Can I buy those---Is that a private park,topiary garden
21361689722,What's the altitude in this photo?---Does anyone live on the lake shore?---What's the water temperature in this lake?---What's the plant species in the foreground?---Does somebody cultivate the plants in the foreground?---What lake is this?---Which mountain range is behind the lake there?---What's this lakeside grass species?---What country is this located in?---What is the mountain called?---What is the body of water called?,Pangong Tso
2712764283,Who is the artist?---What is this art called?---What is this depicting?---What are these statues?---What are these dolls wearing?---What are these little statues made of?---What is the meaning of these sculptures?---Who made these figures?---Are these for sale?---What do these figures depict?,art school
18579790201,Where is this?---What is happening here?---Who are they?---What is this venue called?---Who designed the floral arch?---How much does it cost to rent this venue for the day?---Are the chairs included in the rental?,Westboro Baptist Church
10933518834,When did the Mackinac Bridge Collapse?---Why is Mackinac Bridge closed?---How many cars have blown off the Mackinac Bridge?,Mackinac Bridge
7159036430,Where on the Iowa Campus is this?---Is that pillar meaningful?---None---whats the weird pillar thingie---whats the purple tree---when was that annex added,Iowa State University
7042137951,What city is this in?---Is this close to public transit?---Who sculpted this?---How do I get to the Trafford Centre?---What shops do they have in the Trafford Centre?---How big is the Trafford Centre?,Trafford Centre
6863003258,How long is this trail?---How far is this from the flower gardens?---What are the principal attractions here?---What kind of trees are these---How tall are these trees---Where is this---What path is that?---What kind of trees are those?---Where was this taken?,Keukenhof
22472117305,How many people can fit in here?---What teams play here?---Can I see a game here?---What sports are played there?---Which teams play there?---How many people can attend there at once?,Aviva Stadium
46433645032,What street is this on---How old is this pub---What city is this pub in---Can you translate that building to German?---Where is that building at?---What is the purpose of that building?---can you get an ipa there---how much is a pint---when do they open,Camberwell
5828076322,How big is this garden?---Where is this?---Who owns this?---What kind of plants grow in this garden?---What style is this garden?---Who designed this garden?---Where can I go to see this garden?---What do you call a garden like this?---What's the acreage of this garden?---Where is this garden located?,formal garden
8342521006,what animals live here---what elevation is this---what season is it here---Can i hike here---WHere is this located---What time of year is it sunny here---How high is it?---What grazes there?---Where is it located?,Mount Kosciuszko
3453420539,Does this person like The Black Keys?---Where is this garden?---What is the garden in the background?---What kind of music is the band on his shirt?---What gardens are there behind that fellow?---Where can I get a hat like that?,Filoli
3666819498,What are these plaques?---What's the building in the background there?---What kind of tree is that big one?---What's that building?---What's the name of this building?---What street is this?---Is this in Texas?,Texas State Capitol
28819612287,Where is this located?---What kind of architecture is that?---What season is this?---Where is this?---Is this open to the public?---When were those built,Wells Cathedral
26459963227,What kind of plants are these?---What time of year was this taken?---Where is this place located?---What is grown there---Is it free to visit that place---Can I rent a space there---Is this open to the public?---How many different species of tree do they have here?---What are the clear panels in the ceiling made from?,Biosphere 2
7987820329,What kind of plane is that?---How fast can a plane like that go?---What's the name of the red part?---What is this---How old is this machine---Is this engine still functional---What is this?---What does it run on?---What city is it located?,auto factory
21819036641,How tall is this mountain?---Is there a road to drive on here?---What is the average temperature in the summer?---What kind of wildlife is native to this area?---What kind of plants are native to this area?,Teide
13820158623,Where is this beach?---What's the name of this beach?---Is that an island in the distance,swamp
8690822955,What's the name of the pond in this park?---What's the name of this statue in Phoenix Park?---How wide is this park?,Phoenix Park
26124473441,When was this made?---Who made it?---What does it depict?---What style of art is this?---When was this made?---What kind of stone is this?---Who made this?---When was it made?---How much is it worth?,Templo Mayor
30681431405,What year was this sculpture made---What is the purpose of a sculpture like this---Can this be worn like a mask---How old is this?---Was this part of a bigger statue?---What is this made of?---Where was this found?---Do we know who made this?---What item is this?---When was this created?---Who made this?,Borobudur
38922237121,Is this place dangerous to swim around?---Are there sharks here?---Is there a danger of this place flooding?---What does this do?---What city is this in?---When was it built?,Thames Barrier
6158261378,What is this bridge connecting?---What is the exact length of this bridge?---What is the speed limit on this bridge?---Is there a toll to cross this bridge?---What is the big white structure int he background?---Where is this bridge---What body of water does this cross---What city is this,Trent Bridge
7234492446,Are there other original clothing items on display here?---What state is this in?---What is the meaning of this place's name in English?---How large are the grounds?---Who lived here?---How old are these boots---Who owns these---What is the size of these boots,Monticello
33897711210,How tall is that arch?---What city is that arch in?---Can you go to the top of that arch?---Who designed the arch---What is the purpose of this structure---How tall is this thing---What city is this sculpture in---When was this built?---Who designed the arch?---How tall is the arch?,Gateway Arch
13280790153,What is this person writing about?---Is this person a student or a professor?---What does this paper say?,Skidmore College
6727001489,Where is that building at?---Can I rent a room in that building?---When was that building constructed?,Île de la Cité
7260768644,What are the islands that this bridge connect---What is the daily average number of cars on this bridge---Is there a bike lane on this bridge,San Francisco–Oakland Bay Bridge
45556158101,What city is this in?---How many gallons of water is in that fountain?---Does that fountain freeze in the winter?---What is the acreage of this park?---How far is this park from NYU?---can you wade in the fountain---is it a wishing well---was the opening for married with children shot here---When is the park open?---Can I get directions here?---Are there any other arches in this park?,Washington Square Park
39622626944,What's the best time to visit here?---How do I get here?---What concerts are playing here?,Elbphilharmonie
25352520090,What medium was that painting made of---How old is that painting---How much does it cost to go see this---Who painted this?---Is this art on display anywhere?---What style of art is this?---Is this part of an art display?---What is an interpretation of this piece?---Who made this piece?,Van Gogh Museum
11263023906,What kind of plant is this?---Does it have healing properties?---How large can it grow?---Does it do best in a dry climate,botanical garden
15443282910,What are these images on the sign---Where can I find this---Is this sign safe from the elements---Where is this located?---When was the castle built?---What is the historical significance of this castle?---What year was this area declared a monument?---What was this used for?---Who created this?---What year was this created?---What hours of the day am I allowed to visit?,Montezuma Castle National Monument
19645177859,What river is this---What mountain range is this---How high up is the girl---Where is this located?---Is it a popular tourist destination?---How do I get there?,Preikestolen
7691785230,What is the name of this building---How many rooms does this building have---What goes on inside this building---Where exactly is this?---Can you go inside?---When is it open?,Rashtrapati Bhavan
26129761531,How deep is that water?---Can you walk in it?---What's the temperature of this water?---What's the building reflected in the water?---Did the photographer stand in the water to take this picture?---Where is this---What is that building that is reflected in the water---How big is that building,Barnes Foundation
9379659681,how big is the stage here---how many people fit in this venue---what kind of lights are those---Who is playing---What is this---Where is this?---Who is performing there?---How many people fit there?,Rogers Arena
